director_ids,director_name,average_rating_value,average_rating_count,movies_produced,career_Length,CareerStartYear,Gender,birthYear,median_inter_event_time,average_inter_event_time,total_review_count_user,total_review_count_critic,total_metascore,median_metascore,total_awards_won,total_awards_nominated,total_gross_value,total_budget_value,average_runtime_of_movie,director_profession_primary,director_profession_secondary,director_profession_tertiary,director_known_titles_count,director_known_titles_average_rating_value,total_genre_Action,total_genre_Adult,total_genre_Adventure,total_genre_Animation,total_genre_Biography,total_genre_Comedy,total_genre_Crime,total_genre_Documentary,total_genre_Drama,total_genre_Family,total_genre_Fantasy,total_genre_Film_Noir,total_genre_Game_Show,total_genre_History,total_genre_Horror,total_genre_Music,total_genre_Musical,total_genre_Mystery,total_genre_News,total_genre_None,total_genre_Reality_TV,total_genre_Romance,total_genre_Sci_Fi,total_genre_Short,total_genre_Sport,total_genre_Talk_Show,total_genre_Thriller,total_genre_War,total_genre_Western,average_movie_per_year,num_genres_directed
nm0362738,Rod Hardy,6.6,10507.0,1,39,1969,Male,1949,0.0,0.0,29,64,56,56.0,0.0,0.0,63804.10205114164,5491595.477139186,105.0,1,0,0,3,7.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03,2
nm0364117,Rebecca Harrell Tickell,7.7,573.0,1,4,2011,Female,1980,0.0,0.0,13,10,56,56.0,0.0,0.0,80831.17710922801,2199487.8124960004,88.0,0,0,1,3,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1
nm0365615,Greg Harrison,6.0,3200.0,2,5,2000,Male,1969,4.0,4.0,139,89,101,50.5,0.0,0.0,2199746.4734396143,1083425.67681646,79.5,0,1,0,4,5.95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4,4
nm0366004,Mary Harron,7.6,365980.0,1,5,1996,Female,1953,0.0,0.0,1072,282,64,64.0,0.0,0.0,25789774.494009767,11997301.42810992,102.0,1,0,0,3,6.93,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2
nm0371852,Annette Haywood-Carter,6.0,1088.0,1,21,1993,Female,1956,0.0,0.0,11,13,25,25.0,0.0,0.0,41712.42988343246,5675778.300145929,101.0,0,1,0,4,6.15,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05,4
nm0371890,Michel Hazanavicius,8.0,193087.0,1,20,1992,Male,1967,0.0,0.0,583,576,89,89.0,1.0,2.0,54022022.15875831,18141549.889944147,100.0,0,1,0,3,7.33,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05,3
nm0373282,Peter Hedges,6.83,47868.67,3,10,2003,Male,1962,4.5,4.5,553,523,182,65.0,0.0,1.0,129835476.48655257,64082699.71580793,94.33,0,1,0,3,7.33,0,0,0,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3,5
nm0376664,Stewart Hendler,4.8,1013.0,1,20,1997,Male,1978,0.0,0.0,10,14,22,22.0,0.0,0.0,3892835.9834,11354200.0,92.0,1,0,0,2,7.2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05,4
nm0378144,Jonathan Hensleigh,6.8,81019.5,2,8,2004,Male,1959,7.0,7.0,692,268,83,41.5,0.0,0.0,52291208.81432557,64337866.36984922,115.0,0,1,0,4,6.72,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,5
nm0378893,Stephen Herek,5.58,33474.4,5,20,1986,Male,1958,2.5,2.25,572,354,210,41.0,0.0,0.0,366402867.470173,472978586.35630006,105.0,0,1,0,8,6.65,1,0,1,0,0,4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,7
nm0379237,Charles Herman-Wurmfeld,5.65,30851.5,2,9,1995,Male,1966,2.0,2.0,488,237,119,59.5,0.0,0.0,151623339.4977908,71790860.71729897,96.0,1,0,0,3,6.2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.22,3
nm0381478,Jared Hess,6.1,79061.67,3,14,2003,Male,1979,6.0,6.0,1951,452,163,52.0,0.0,0.0,198814450.87810028,71756333.67818083,94.33,0,0,1,4,6.1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.21,5
nm0382072,Peter Hewitt,5.0,60395.0,1,16,1989,Male,1962,0.0,0.0,233,116,27,27.0,0.0,0.0,113792943.96115837,52844300.78867536,80.0,1,0,0,2,4.9,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,4
nm0382584,George Hickenlooper,6.55,11132.0,2,19,1988,Male,1963,5.0,5.0,179,159,102,51.0,0.0,0.0,4721532.89724074,20712565.933554187,102.5,1,0,0,4,6.92,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11,3
nm0382769,Steve Hickner,6.2,108812.0,1,10,1998,Male,1971,0.0,0.0,217,193,54,54.0,0.0,0.0,173805044.27561057,205934830.39271948,91.0,0,0,0,3,7.3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4
nm0382956,Scott Hicks,6.62,45653.25,4,31,1982,Male,1953,5.0,4.33,698,565,188,47.0,0.0,0.0,195585989.43089217,181125393.70152402,108.25,1,0,0,8,7.48,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0.13,5
nm0384825,John Hillcoat,6.97,136574.33,3,32,1985,Male,1961,3.5,3.5,903,948,174,58.0,0.0,0.0,56925236.21336084,83322858.79174265,114.0,1,0,0,8,7.28,1,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09,5
nm0384864,Stephen Hillenburg,7.0,60193.0,1,13,1992,Male,1961,0.0,0.0,188,89,66,66.0,0.0,0.0,128965170.80984785,45295114.96172173,87.0,0,0,0,3,7.7,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,5
nm0386570,Oliver Hirschbiegel,5.9,65740.0,1,38,1970,Male,1957,0.0,0.0,277,229,45,45.0,0.0,0.0,20691664.52900998,109831909.54278372,99.0,1,0,0,4,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.03,2
nm0387706,Gregory Hoblit,6.9,76204.5,4,28,1981,Male,1944,4.0,4.0,1202,554,195,48.0,0.0,1.0,255007822.77391768,270654212.39566004,118.25,0,1,0,8,7.7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,1,0,0.14,6
nm0389591,P.J. Hogan,6.6,77615.0,2,20,1984,Male,1962,6.0,6.0,655,245,114,57.0,0.0,0.0,314465769.10275596,242548552.25467032,109.0,0,1,0,8,6.88,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.1,6
nm0392237,Nicole Holofcener,6.68,19706.0,4,23,1991,Female,1960,5.0,5.67,424,431,288,71.5,0.0,0.0,48286668.626288876,20653087.736755874,89.5,1,0,0,6,6.53,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.17,3
nm0393799,Tom Hooper,7.53,286334.33,3,31,1985,Male,1972,2.5,2.5,1696,1292,217,66.0,1.0,2.0,361128608.3212508,106181428.40561,131.67,1,0,0,6,7.53,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.1,5
nm0394199,Joel Hopkins,7.3,1254.0,1,4,1998,Male,1970,0.0,0.0,29,27,68,68.0,0.0,0.0,311288.24534745194,1660434.2220652031,97.0,1,0,0,4,7.05,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,3
nm0394280,Stephen Hopkins,5.77,38422.0,3,21,1987,Male,1958,4.5,4.5,715,346,121,42.0,0.0,0.0,161112691.01890644,243847653.2671321,113.0,0,1,0,8,5.85,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0.14,8
nm0395262,Israel Horovitz,6.3,5976.0,1,13,2002,Male,1939,0.0,0.0,51,114,52,52.0,0.0,0.0,4411655.67223104,5498719.53124,107.0,0,0,0,4,6.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,3
nm0397174,Byron Howard,7.5,190967.5,2,9,2008,Male,1968,8.0,8.0,643,643,145,72.5,0.0,0.0,503952024.9932051,354340589.4136015,102.0,0,1,0,8,7.4,0,0,2,2,0,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22,7
nm0398185,Peter Howitt,6.45,39614.5,2,4,1998,Male,1957,3.0,3.0,501,211,90,45.0,0.0,0.0,39906893.04810545,66247498.41893271,104.0,0,1,0,4,6.45,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,7
nm0399737,Reginald Hudlin,5.1,10918.0,1,18,1983,Male,1961,0.0,0.0,79,57,22,22.0,0.0,0.0,23296826.09395933,41133604.89637686,84.0,0,1,0,2,7.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,1
nm0399853,Hugh Hudson,5.6,3778.0,1,34,1967,Male,1936,0.0,0.0,61,52,33,33.0,0.0,0.0,11214381.531514322,85695010.20078515,114.0,1,0,0,4,6.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03,3
nm0400436,Albert Hughes,6.7,64606.5,2,9,1993,Male,1972,2.0,2.0,581,237,113,56.5,0.0,0.0,52923598.43752062,59265104.836162366,104.5,0,1,0,8,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.22,4
nm0400441,Allen Hughes,6.53,64592.67,3,21,1993,Male,1972,7.0,7.0,715,536,162,54.0,0.0,0.0,75277773.86945665,98995552.93718387,106.0,0,1,0,8,7.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.14,6
nm0401203,Raman Hui,6.1,216266.0,1,14,1994,Male,1963,0.0,0.0,326,224,58,58.0,0.0,0.0,440297817.7505981,219663819.08556744,93.0,0,1,0,8,6.85,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,5
nm0401502,Matt Hullum,5.7,6667.0,1,19,1997,Male,1974,0.0,0.0,39,35,42,42.0,0.0,0.0,1225122.38270552,2642731.91210964,102.0,0,0,0,4,6.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05,3
nm0403541,Nick Hurran,5.3,15256.0,1,24,1981,Male,1959,0.0,0.0,117,72,36,36.0,0.0,0.0,30834207.12790261,52844300.78867536,111.0,1,0,0,4,7.78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,3
nm0405336,Nicholas Hytner,6.35,15893.5,2,7,1994,Male,1956,2.0,2.0,341,131,103,51.5,0.0,0.0,82586440.65963718,77093892.17808306,113.0,0,1,0,8,6.9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.29,4
nm0405632,Mikael Håfström,6.52,108439.8,5,25,1989,Male,1960,2.0,2.0,1466,1035,227,40.0,0.0,0.0,220032550.40901852,230428651.841244,109.2,0,1,0,4,6.5,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,0,0,3,0,0,0,1,1,0,0,0,4,0,0,0.2,9
nm0407842,Mark Illsley,6.3,8740.0,1,1,1999,Male,1958,0.0,0.0,122,76,62,62.0,0.0,0.0,3438485.7150827614,3007449.2439945145,98.0,0,0,1,8,6.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,3
nm0410494,James Isaac,4.4,39784.0,1,13,1989,Female,1960,0.0,0.0,677,204,25,25.0,0.0,0.0,20939289.31765854,18264776.44271724,91.0,0,1,0,4,5.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.08,4
nm0410640,Kris Isacsson,4.9,12486.0,1,4,1997,Male,1972,0.0,0.0,173,64,13,13.0,0.0,0.0,34338521.89651785,59986507.1405496,91.0,1,0,0,6,6.23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,3
nm0410769,Robert Iscove,4.4,35288.67,3,33,1971,Male,1947,2.0,2.0,829,220,94,29.0,0.0,0.0,155041996.26485288,96378832.11179535,90.0,1,0,0,4,5.6,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0.09,4
nm0412465,James Ivory,6.33,5008.67,3,49,1957,Female,1928,4.5,4.5,169,143,177,60.0,0.0,0.0,11538388.523440262,80240991.86413902,130.0,1,0,0,6,7.6,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0.06,5
nm0413875,Mick Jackson,5.5,31018.0,2,39,1964,Male,1943,5.0,5.0,215,92,75,37.5,0.0,0.0,89485719.86298466,196983431.82845622,104.5,1,0,0,4,6.65,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.05,5
nm0415528,Madhur Jaffrey,5.4,425.0,1,1,1999,Male,1933,0.0,0.0,12,27,52,52.0,0.0,0.0,529578.1991994128,6191807.267047529,124.0,0,0,1,4,6.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1
nm0415617,Henry Jaglom,5.0,112.0,2,40,1971,Male,1938,1.0,1.0,5,33,81,40.5,0.0,0.0,447926.389813178,3201347.0048726033,107.5,0,1,0,4,6.2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05,3
nm0417054,Jerry Jameson,5.3,4390.0,1,49,1967,Male,1934,0.0,0.0,24,41,37,37.0,0.0,0.0,2725033.71168912,2130873.68,97.0,0,1,0,4,6.05,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.02,3
nm0417794,Michael Patrick Jann,6.6,27668.0,1,8,1992,Male,1970,0.0,0.0,322,75,28,28.0,0.0,0.0,18683757.199262436,26536316.85877513,97.0,1,0,0,3,7.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.12,3
nm0420422,Christine Jeffs,6.9,61790.0,1,16,1993,Female,1963,0.0,0.0,134,193,61,61.0,0.0,0.0,16034144.683497487,10640564.768725416,91.0,0,1,0,8,6.12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,2
nm0420941,Patty Jenkins,7.3,107474.0,1,3,2001,Female,1971,0.0,0.0,536,184,74,74.0,1.0,1.0,53717138.88118338,7013042.6495233765,109.0,1,0,0,3,8.17,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.33,4
nm0420982,Tamara Jenkins,6.6,9534.0,1,7,1992,Female,1962,0.0,0.0,79,60,69,69.0,0.0,0.0,10007347.93225006,9130262.087209228,91.0,1,0,0,3,6.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,2
nm0422484,Norman Jewison,7.6,77287.0,1,50,1950,Male,1926,0.0,0.0,266,63,74,74.0,0.0,2.0,89637742.96689947,88454389.52925043,146.0,0,1,0,4,7.68,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02,3
nm0423333,Phil Joanou,6.9,33738.0,1,22,1985,Male,1961,0.0,0.0,135,84,52,52.0,0.0,0.0,54463392.25165468,42513186.38627301,125.0,1,0,0,4,6.92,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05,3
nm0423626,Rowan Joffe,6.3,51476.0,1,8,2007,Male,1972,0.0,0.0,106,150,41,41.0,0.0,0.0,3258554.3911396987,24194365.937456004,92.0,0,0,1,4,6.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.12,3
nm0423646,Roland Joffé,5.9,3922.0,1,52,1960,Male,1945,0.0,0.0,54,76,33,33.0,0.0,0.0,1292152.4513344804,43539719.73586595,122.0,1,0,0,8,6.62,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02,3
nm0424035,Paul Johansson,5.7,11546.0,1,14,1998,Male,1964,0.0,0.0,310,61,28,28.0,0.0,0.0,5519715.314724604,24188733.186592195,97.0,0,1,0,4,6.68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.07,3
nm0424682,Bryan Johnson,5.3,3579.0,1,1,2000,Male,1967,0.0,0.0,119,30,5,5.0,0.0,0.0,25543.968640650033,205668.02448188435,87.0,0,0,1,8,6.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,3
nm0424800,Clark Johnson,6.05,81876.5,2,15,1992,Male,1954,3.0,3.0,556,302,94,47.0,0.0,0.0,233194802.2938182,209702686.5418505,112.5,0,1,0,4,6.9,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.13,4
nm0425244,Hugh Johnson,5.2,8436.0,1,1,1999,Male,1946,0.0,0.0,94,68,33,33.0,0.0,0.0,19863211.56742104,123836145.3409506,102.0,0,0,0,8,6.2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,5
nm0425756,Mark Steven Johnson,6.05,102115.0,2,10,1998,Male,1964,9.0,9.0,902,333,74,37.0,0.0,0.0,192315610.85164618,205800448.14458293,114.0,0,1,0,3,5.8,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,6
nm0426059,Rian Johnson,7.23,188499.33,3,17,1996,Male,1973,3.5,3.5,1222,1010,211,72.0,0.0,0.0,85576886.87102087,62447442.180919215,114.33,1,0,0,2,7.4,2,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0.18,9
nm0428600,Kirk Jones,6.4,32231.0,3,19,1998,Male,1964,9.0,9.0,417,427,149,41.0,0.0,0.0,154916728.3930012,70926064.14361055,98.33,1,0,0,4,6.6,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.16,4
nm0430064,Kevin Jordan,7.6,2631.0,1,1,1999,Male,1974,0.0,0.0,26,21,44,44.0,0.0,0.0,490449.51544725365,70763.51162340034,90.0,0,1,0,4,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,2
nm0431918,Mike Judge,6.93,95014.0,3,35,1975,Male,1962,6.5,6.5,881,397,193,64.0,0.0,0.0,155792794.42009503,51346027.09358366,87.33,0,0,0,4,7.32,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09,6
nm0432380,Miranda July,7.4,31454.0,1,8,1998,Female,1974,0.0,0.0,243,148,76,76.0,0.0,0.0,5682929.379696888,2925474.065860734,91.0,0,0,1,6,6.67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,2
nm0432627,Gil Junger,6.0,129574.0,2,22,1980,Male,1954,2.0,2.0,716,177,102,51.0,0.0,0.0,123033257.43470086,136094344.82081044,96.0,1,0,0,4,6.35,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09,5
nm0436284,Scott Kalvert,5.6,6376.0,1,15,1988,Male,1964,0.0,0.0,92,41,16,16.0,0.0,0.0,9723590.957674216,16086361.384084513,96.0,1,0,0,3,4.93,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,3
nm0437709,Marek Kanievska,6.3,4565.0,1,34,1967,Male,1952,0.0,0.0,60,70,49,49.0,0.0,0.0,9698858.42051262,47989205.71243968,89.0,1,0,0,8,6.75,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,3
nm0438090,Asif Kapadia,4.8,10162.0,1,13,1994,Male,1972,0.0,0.0,125,102,38,38.0,0.0,0.0,10975182.940887047,21256593.193136506,85.0,1,0,0,4,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.08,3
nm0438279,Jonathan Kaplan,6.4,18881.0,1,28,1972,Male,1947,0.0,0.0,188,70,44,44.0,0.0,0.0,17893111.17663081,44227194.764625214,100.0,0,1,0,4,6.93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.04,3
nm0438989,Larry Karaszewski,5.7,7023.0,1,33,1968,Male,1961,0.0,0.0,68,28,7,7.0,0.0,0.0,11967616.676576367,17139002.040157028,81.0,0,0,1,8,7.68,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,2
nm0440458,Jake Kasdan,5.93,87111.0,4,17,1998,Male,1974,4.0,4.0,880,768,194,47.5,0.0,0.0,254840432.10231102,145185400.3528322,91.0,0,1,0,2,6.85,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.24,4
nm0440459,Jon Kasdan,6.75,39584.0,2,6,2007,Male,1979,5.0,5.0,128,99,102,51.0,0.0,0.0,15181523.658105645,16072404.037412217,96.0,0,0,1,6,6.9,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.33,3
nm0440913,Mathieu Kassovitz,5.8,90860.0,1,14,1990,Male,1967,0.0,0.0,378,204,38,38.0,0.0,0.0,92865258.28593314,62338156.88465224,98.0,0,1,0,8,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.07,3
nm0440914,Peter Kassovitz,6.5,12811.0,1,22,1978,Male,1938,0.0,0.0,90,66,40,40.0,0.0,0.0,8768308.494343325,79608950.57632537,120.0,1,0,0,3,7.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,2
nm0441919,Dan Katzir,7.6,29.0,1,11,1996,Male,1969,0.0,0.0,2,24,67,67.0,0.0,0.0,55381.92790539785,354276.5532189417,90.0,0,0,1,4,8.05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,2
nm0442109,Charlie Kaufman,7.4,47670.0,2,8,2008,Male,1958,7.0,7.0,424,585,155,77.5,0.0,0.0,7767285.08334556,36454977.23790421,107.0,0,0,0,4,7.72,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,4
nm0442207,Lloyd Kaufman,6.2,4031.0,1,31,1969,Male,1945,0.0,0.0,76,30,24,24.0,0.0,0.0,2536.871891698902,884543.8952925042,114.0,0,0,1,6,6.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,2
nm0442241,Philip Kaufman,6.3,31281.0,2,41,1964,Male,1936,4.0,4.0,489,242,96,48.0,0.0,1.0,50142059.690807156,98629511.02374822,110.5,0,1,0,8,7.8,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.05,5
nm0443181,Stephen Kay,4.6,27064.5,2,12,1994,Male,1963,5.0,5.0,675,243,56,28.0,0.0,0.0,93469305.94406062,138258793.63400602,95.5,0,1,0,4,6.62,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.17,6
nm0443411,Tony Kaye,8.6,801020.0,1,6,1993,Male,1952,0.0,0.0,1433,161,62,62.0,0.0,1.0,12256903.90450227,13695393.13081384,119.0,1,0,0,3,8.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,2
nm0444054,Seth Kearsley,5.4,18338.0,1,6,1997,Male,1971,0.0,0.0,156,63,23,23.0,0.0,0.0,37711456.46359048,54693628.70588734,76.0,1,0,0,4,6.72,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17,3
nm0446109,David Kellogg,4.1,37086.0,1,14,1986,Male,1952,0.0,0.0,231,70,36,36.0,0.0,0.0,172238509.35841396,159217901.15265074,78.0,1,0,0,3,4.37,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07,5
nm0446819,Richard Kelly,6.4,234760.0,3,14,1996,Male,1975,4.0,4.0,2733,740,162,47.0,0.0,0.0,20983599.716770556,52180013.57812218,124.33,0,0,1,8,6.3,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0.21,6
nm0448900,Chris Kentis,5.5,30996.5,2,15,1997,Male,1962,8.0,8.0,1075,451,112,56.0,0.0,0.0,62718974.60922153,3198100.2797173727,82.5,1,0,0,8,4.92,0,0,2,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0.13,7
nm0451884,Callie Khouri,5.9,16276.5,2,7,2002,Female,1957,6.0,6.0,253,188,89,44.5,0.0,0.0,139430449.75486436,72694728.85102308,110.0,0,0,1,4,6.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.29,4
